Accident year,Casualty sex,Casualty age,Weather condition,Accident month,Killed or seriously injured
2022,Female,29,Fine no high winds,September,11
2022,Female,29,Fine no high winds,October,9
2022,Female,29,Fine no high winds,November,10
2022,Female,29,Fine no high winds,December,7
2022,Female,29,Raining no high winds,February,3
2022,Female,29,Raining no high winds,March,1
2022,Female,29,Raining no high winds,April,1
2022,Female,29,Raining no high winds,June,2
2022,Female,29,Raining no high winds,October,2
2022,Female,29,Raining no high winds,November,3
2022,Female,29,Fine + high winds,January,1
2022,Female,29,Fine + high winds,December,1
2022,Female,29,Fog or mist,December,1
2022,Female,29,Other,January,1
2022,Female,29,Other,December,2
2022,Female,30,Fine no high winds,January,6
2022,Female,30,Fine no high winds,February,6
2022,Female,30,Fine no high winds,March,8
2022,Female,30,Fine no high winds,April,9
2022,Female,30,Fine no high winds,May,14
2022,Female,30,Fine no high winds,June,8
2022,Female,30,Fine no high winds,July,15
2022,Female,30,Fine no high winds,August,10
2022,Female,30,Fine no high winds,September,10
2022,Female,30,Fine no high winds,October,10
2022,Female,30,Fine no high winds,November,9
2022,Female,30,Fine no high winds,December,5
2022,Female,30,Raining no high winds,January,2
2022,Female,30,Raining no high winds,March,3
2022,Female,30,Raining no high winds,April,2
2022,Female,30,Raining no high winds,May,1
2022,Female,30,Raining no high winds,September,1
2022,Female,30,Raining no high winds,October,4
2022,Female,30,Raining no high winds,November,3
2022,Female,30,Raining no high winds,December,3
2022,Female,30,Snowing no high winds,December,2
2022,Female,30,Fine + high winds,November,1
2022,Female,30,Fine + high winds,December,1
2022,Female,30,Fog or mist,December,2
2022,Female,30,Other,January,1
2022,Female,30,Other,March,1
2022,Female,30,Other,May,1
2022,Female,30,Other,July,1
2022,Female,30,Other,August,1
2022,Female,30,Other,October,1
2022,Female,30,Other,November,2
2022,Female,30,Other,December,1
2022,Female,31,Unknown,February,1
2022,Female,31,Unknown,October,1
2022,Female,31,Fine no high winds,January,12
2022,Female,31,Fine no high winds,February,3
2022,Female,31,Fine no high winds,March,16
2022,Female,31,Fine no high winds,April,14
2022,Female,31,Fine no high winds,May,12
2022,Female,31,Fine no high winds,June,11
2022,Female,31,Fine no high winds,July,10
2022,Female,31,Fine no high winds,August,13
2022,Female,31,Fine no high winds,September,9
2022,Female,31,Fine no high winds,October,6
2022,Female,31,Fine no high winds,November,7
2022,Female,31,Fine no high winds,December,10
2022,Female,31,Raining no high winds,January,1
2022,Female,31,Raining no high winds,February,1
2022,Female,31,Raining no high winds,March,2
2022,Female,31,Raining no high winds,May,1
2022,Female,31,Raining no high winds,June,1
2022,Female,31,Raining no high winds,July,1
2022,Female,31,Raining no high winds,August,1
2022,Female,31,Raining no high winds,October,1
2022,Female,31,Raining no high winds,November,1
2022,Female,31,Raining no high winds,December,1
2022,Female,31,Snowing no high winds,January,1
2022,Female,31,Fine + high winds,February,1
2022,Female,31,Fog or mist,November,1
2022,Female,32,Unknown,March,1
2022,Female,32,Fine no high winds,January,9
2022,Female,32,Fine no high winds,February,4
2022,Female,32,Fine no high winds,March,9
2022,Female,32,Fine no high winds,April,9
2022,Female,32,Fine no high winds,May,14
2022,Female,32,Fine no high winds,June,12
2022,Female,32,Fine no high winds,July,7
2022,Female,32,Fine no high winds,August,11
2022,Female,32,Fine no high winds,September,15
2022,Female,32,Fine no high winds,October,7
2022,Female,32,Fine no high winds,November,8
2022,Female,32,Fine no high winds,December,6
2022,Female,32,Raining no high winds,January,2
2022,Female,32,Raining no high winds,April,1
2022,Female,32,Raining no high winds,May,3
2022,Female,32,Raining no high winds,June,1
2022,Female,32,Raining no high winds,September,1
2022,Female,32,Raining no high winds,October,4
2022,Female,32,Raining no high winds,November,1
2022,Female,32,Raining no high winds,December,4
2022,Female,32,Snowing no high winds,February,1
2022,Female,32,Other,January,1
2022,Female,32,Other,June,1
2022,Female,32,Other,December,1
2022,Female,33,Unknown,January,1
2022,Female,33,Unknown,October,1
2022,Female,33,Fine no high winds,January,11
2022,Female,33,Fine no high winds,February,7
2022,Female,33,Fine no high winds,March,5
2022,Female,33,Fine no high winds,April,15
2022,Female,33,Fine no high winds,May,7
2022,Female,33,Fine no high winds,June,13
2022,Female,33,Fine no high winds,July,12
2022,Female,33,Fine no high winds,August,7
2022,Female,33,Fine no high winds,September,8
2022,Female,33,Fine no high winds,October,7
2022,Female,33,Fine no high winds,November,5
2022,Female,33,Fine no high winds,December,13
2022,Female,33,Raining no high winds,February,1
2022,Female,33,Raining no high winds,October,2
2022,Female,33,Raining no high winds,November,2
2022,Female,33,Raining no high winds,December,2
2022,Female,33,Snowing no high winds,December,1
2022,Female,33,Raining + high winds,February,1
2022,Female,33,Snowing + high winds,February,1
2022,Female,33,Other,January,1
2022,Female,33,Other,November,1
2022,Female,34,Unknown,January,1
2022,Female,34,Unknown,August,1
2022,Female,34,Unknown,November,1
2022,Female,34,Fine no high winds,January,9
2022,Female,34,Fine no high winds,February,8
2022,Female,34,Fine no high winds,March,11
2022,Female,34,Fine no high winds,April,10
2022,Female,34,Fine no high winds,May,11
2022,Female,34,Fine no high winds,June,11
2022,Female,34,Fine no high winds,July,10
2022,Female,34,Fine no high winds,August,10
2022,Female,34,Fine no high winds,September,7
2022,Female,34,Fine no high winds,October,9
2022,Female,34,Fine no high winds,November,6
2022,Female,34,Fine no high winds,December,5
2022,Female,34,Raining no high winds,January,1
2022,Female,34,Raining no high winds,February,4
2022,Female,34,Raining no high winds,April,1
2022,Female,34,Raining no high winds,October,3
2022,Female,34,Raining no high winds,November,2
2022,Female,34,Raining no high winds,December,1
2022,Female,34,Snowing no high winds,January,1
2022,Female,34,Snowing no high winds,March,1
2022,Female,34,Raining + high winds,December,1
2022,Female,34,Other,April,1
2022,Female,34,Other,August,1
2022,Female,34,Other,November,2
2022,Female,34,Other,December,1
2022,Female,35,Unknown,May,1
2022,Female,35,Unknown,June,1
2022,Female,35,Unknown,October,2
2022,Female,35,Fine no high winds,January,6
2022,Female,35,Fine no high winds,February,8
2022,Female,35,Fine no high winds,March,11
2022,Female,35,Fine no high winds,April,9
2022,Female,35,Fine no high winds,May,6
2022,Female,35,Fine no high winds,June,6
2022,Female,35,Fine no high winds,July,10
2022,Female,35,Fine no high winds,August,7
2022,Female,35,Fine no high winds,September,7
2022,Female,35,Fine no high winds,October,12
2022,Female,35,Fine no high winds,November,10
2022,Female,35,Fine no high winds,December,9
2022,Female,35,Raining no high winds,March,4
2022,Female,35,Raining no high winds,April,1
2022,Female,35,Raining no high winds,May,2
2022,Female,35,Raining no high winds,June,3
2022,Female,35,Raining no high winds,July,1
2022,Female,35,Raining no high winds,September,1
2022,Female,35,Raining no high winds,October,3
2022,Female,35,Raining no high winds,November,1
2022,Female,35,Raining no high winds,December,3
2022,Female,35,Fine + high winds,February,1
2022,Female,35,Fine + high winds,March,1
2022,Female,35,Raining + high winds,September,1
2022,Female,35,Fog or mist,September,1
2022,Female,35,Fog or mist,October,1
2022,Female,35,Other,March,1
2022,Female,35,Other,September,1
2022,Female,35,Other,November,1
2022,Female,36,Fine no high winds,January,10
2022,Female,36,Fine no high winds,February,6
2022,Female,36,Fine no high winds,March,7
2022,Female,36,Fine no high winds,April,9
2022,Female,36,Fine no high winds,May,11
2022,Female,36,Fine no high winds,June,8
2022,Female,36,Fine no high winds,July,6
2022,Female,36,Fine no high winds,August,10
2022,Female,36,Fine no high winds,September,5
2022,Female,36,Fine no high winds,October,7
2022,Female,36,Fine no high winds,November,4
2022,Female,36,Fine no high winds,December,12
2022,Female,36,Raining no high winds,February,1
2022,Female,36,Raining no high winds,March,1
2022,Female,36,Raining no high winds,April,1
2022,Female,36,Raining no high winds,May,1
2022,Female,36,Raining no high winds,June,1
2022,Female,36,Raining no high winds,October,3
2022,Female,36,Raining no high winds,November,3
2022,Female,36,Raining no high winds,December,1
2022,Female,36,Fine + high winds,May,1
2022,Female,36,Fine + high winds,October,1
2022,Female,36,Other,January,1
2022,Female,36,Other,December,2
2022,Female,37,Unknown,February,1
2022,Female,37,Unknown,March,1
2022,Female,37,Fine no high winds,January,7
2022,Female,37,Fine no high winds,February,9
2022,Female,37,Fine no high winds,March,5
2022,Female,37,Fine no high winds,April,5
2022,Female,37,Fine no high winds,May,5
2022,Female,37,Fine no high winds,June,10
2022,Female,37,Fine no high winds,July,5
2022,Female,37,Fine no high winds,August,6
2022,Female,37,Fine no high winds,September,6
2022,Female,37,Fine no high winds,October,5
2022,Female,37,Fine no high winds,November,4
2022,Female,37,Fine no high winds,December,5
2022,Female,37,Raining no high winds,January,1
2022,Female,37,Raining no high winds,February,2
2022,Female,37,Raining no high winds,March,2
2022,Female,37,Raining no high winds,May,2
2022,Female,37,Raining no high winds,August,1
2022,Female,37,Raining no high winds,September,1
2022,Female,37,Raining no high winds,October,1
2022,Female,37,Raining no high winds,November,1
2022,Female,37,Raining no high winds,December,1
2022,Female,37,Raining + high winds,February,2
2022,Female,37,Raining + high winds,November,1
2022,Female,37,Fog or mist,January,1
2022,Female,37,Fog or mist,December,1
2022,Female,37,Other,July,1
2022,Female,38,Unknown,January,1
2022,Female,38,Fine no high winds,January,5
2022,Female,38,Fine no high winds,February,6
2022,Female,38,Fine no high winds,March,16
2022,Female,38,Fine no high winds,April,9
2022,Female,38,Fine no high winds,May,4
2022,Female,38,Fine no high winds,June,8
2022,Female,38,Fine no high winds,July,6
2022,Female,38,Fine no high winds,August,11
2022,Female,38,Fine no high winds,September,3
2022,Female,38,Fine no high winds,October,3
2022,Female,38,Fine no high winds,November,3
2022,Female,38,Fine no high winds,December,7
2022,Female,38,Raining no high winds,February,4
2022,Female,38,Raining no high winds,March,2
2022,Female,38,Raining no high winds,May,3
2022,Female,38,Raining no high winds,June,1
2022,Female,38,Raining no high winds,August,1
2022,Female,38,Raining no high winds,September,1
2022,Female,38,Raining no high winds,December,2
2022,Female,38,Snowing no high winds,December,1
2022,Female,38,Raining + high winds,February,1
2022,Female,38,Raining + high winds,November,1
2022,Female,38,Other,January,1
2022,Female,38,Other,March,1
2022,Female,38,Other,October,1
2022,Female,38,Other,November,1
2022,Female,39,Unknown,October,1
2022,Female,39,Fine no high winds,January,8
2022,Female,39,Fine no high winds,February,7
2022,Female,39,Fine no high winds,March,3
2022,Female,39,Fine no high winds,April,5
2022,Female,39,Fine no high winds,May,9
2022,Female,39,Fine no high winds,June,9
2022,Female,39,Fine no high winds,July,8
2022,Female,39,Fine no high winds,August,12
2022,Female,39,Fine no high winds,September,8
2022,Female,39,Fine no high winds,October,8
2022,Female,39,Fine no high winds,November,8
2022,Female,39,Fine no high winds,December,4
2022,Female,39,Raining no high winds,May,1
2022,Female,39,Raining no high winds,July,2
2022,Female,39,Raining no high winds,October,3
2022,Female,39,Snowing no high winds,December,1
2022,Female,39,Fine + high winds,November,1
2022,Female,39,Raining + high winds,February,1
2022,Female,39,Fog or mist,December,1
2022,Female,39,Other,January,1
2022,Female,40,Unknown,February,1
2022,Female,40,Fine no high winds,January,3
2022,Female,40,Fine no high winds,February,7
2022,Female,40,Fine no high winds,March,6
2022,Female,40,Fine no high winds,April,6
2022,Female,40,Fine no high winds,May,8
2022,Female,40,Fine no high winds,June,8
2022,Female,40,Fine no high winds,July,9
2022,Female,40,Fine no high winds,August,7
2022,Female,40,Fine no high winds,September,6
2022,Female,40,Fine no high winds,October,11
2022,Female,40,Fine no high winds,November,10
2022,Female,40,Fine no high winds,December,9
2022,Female,40,Raining no high winds,February,2
2022,Female,40,Raining no high winds,March,4
2022,Female,40,Raining no high winds,May,2
2022,Female,40,Raining no high winds,July,1
2022,Female,40,Raining no high winds,September,2
2022,Female,40,Raining no high winds,November,2
2022,Female,40,Raining no high winds,December,2
2022,Female,40,Fine + high winds,February,1
2022,Female,40,Raining + high winds,November,1
2022,Female,40,Other,May,2
2022,Female,40,Other,July,1
2022,Female,40,Other,August,1
2022,Female,40,Other,November,1
2022,Female,40,Other,December,1
2022,Female,41,Unknown,January,1
2022,Female,41,Unknown,October,1
2022,Female,41,Fine no high winds,January,7
2022,Female,41,Fine no high winds,February,4
2022,Female,41,Fine no high winds,March,6
2022,Female,41,Fine no high winds,April,8
2022,Female,41,Fine no high winds,May,10
2022,Female,41,Fine no high winds,June,9
2022,Female,41,Fine no high winds,July,8
2022,Female,41,Fine no high winds,August,9
2022,Female,41,Fine no high winds,September,6
2022,Female,41,Fine no high winds,October,4
